lcat,x,y,across,x1,y1,cos,sin,culvert,along
25.0,222011.715876642,5161160.847915355,10.0,222011.3541141815,5161150.854461101,0.03617624604898429,0.999345425376933,0.0,0.0
25.0,222021.707409483,5161160.4862225,10.0,222021.34564713415,5161150.492768242,0.036176234885593093,0.9993454257810471,0.0,10.0
25.0,222031.69894232298,5161160.124529645,10.0,222031.3371798625,5161150.131075391,0.036176246050036755,0.999345425376895,0.0,20.0
25.0,222041.690475164,5161159.76283679,10.0,222041.32871280584,5161149.769382533,0.036176235815875785,0.999345425747371,0.0,30.0
25.0,222051.682008004,5161159.401143935,10.0,222051.3202455528,5161149.40768968,0.03617624511870182,0.9993454254106092,0.0,40.0
25.0,222061.673540845,5161159.039451079,10.0,222061.31177848682,5161149.045996822,0.036176235815875785,0.999345425747371,0.0,50.0
25.0,222071.665073685,5161158.677758224,10.0,222071.30331123382,5161148.68430397,0.03617624511870182,0.9993454254106092,0.0,60.0
25.0,222081.656606525,5161158.316065365,10.0,222081.29484407383,5161148.322611111,0.03617624511870182,0.9993454254106092,0.0,70.0
25.0,222091.648139366,5161157.95437251,10.0,222091.28637700784,5161147.960918253,0.036176235815875785,0.999345425747371,0.0,80.0
25.0,222101.63706131303,5161157.534601015,10.0,222101.10067608405,5161147.548996833,0.053638522897058366,0.9985604182328788,0.0,90.0
25.0,222111.62074559298,5161156.998318985,10.0,222111.084360364,5161147.012714803,0.053638522897058366,0.9985604182328788,0.0,100.0
25.0,222121.604429873,5161156.462036955,10.0,222121.06804464402,5161146.476432773,0.053638522897058366,0.9985604182328788,0.0,110.0
25.0,222131.588114154,5161155.925754925,10.0,222131.05172892503,5161145.940150743,0.053638522897058366,0.9985604182328788,0.0,120.0
25.0,222141.57179843402,5161155.389472895,10.0,222141.03541320504,5161145.403868713,0.053638522897058366,0.9985604182328788,0.0,130.0
25.0,222151.555482714,5161154.85319086,10.0,222151.01909758718,5161144.867586672,0.05363851268157912,0.9985604187816118,0.0,140.0
25.0,222161.53916699399,5161154.316908831,10.0,222161.0027818672,5161144.331304643,0.05363851268001995,0.9985604187816957,0.0,150.0
25.0,222171.522851274,5161153.7806268,10.0,222170.9864661379,5161143.795022612,0.053638513610400916,0.9985604187317194,0.0,160.0
25.0,222181.506535555,5161153.24434477,10.0,222180.97015041893,5161143.2587405825,0.05363851360884175,0.9985604187318031,0.0,170.0
25.0,222191.49021983502,5161152.70806274,10.0,222190.95383469894,5161142.722458553,0.05363851360884175,0.9985604187318031,0.0,180.0
25.0,222201.47390411497,5161152.17178071,10.0,222200.9375189789,5161142.186176523,0.05363851360884175,0.9985604187318031,0.0,190.0
25.0,222211.457588395,5161151.63549868,10.0,222210.9212032682,5161141.649894493,0.05363851268001995,0.9985604187816957,0.0,200.0
25.0,222221.441272676,5161151.099216649,10.0,222220.9048875492,5161141.113612462,0.05363851268001995,0.9985604187816957,0.0,210.0
25.0,222231.424956956,5161150.56293462,10.0,222230.88857182921,5161140.577330433,0.05363851268001995,0.9985604187816957,0.0,220.0
25.0,222241.40864123602,5161150.026652589,10.0,222240.87225610923,5161140.041048402,0.05363851268001995,0.9985604187816957,0.0,230.0
25.0,222251.39275272348,5161149.49909178,10.0,222250.95062471414,5161139.50887042,0.044212800932418556,0.9990221360078616,0.0,240.0
25.0,222261.38105329248,5161149.057048835,10.0,222260.93892538542,5161139.06682747,0.0442127907059297,0.9990221364604458,0.0,250.0
25.0,222271.369353862,5161148.61500589,10.0,222270.92722585224,5161138.62478453,0.044212800976134094,0.9990221360059269,0.0,260.0
25.0,222281.357654431,5161148.172962945,10.0,222280.9155265235,5161138.1827415805,0.04421279075093095,0.9990221364584543,0.0,270.0
